floodTrigger,11.92471
floodTrigger,11.94693
floodTrigger,11.96915
floodTrigger,11.99137
floodTrigger,12.0136
floodTrigger,12.03582
floodTrigger,12.05804
floodTrigger,12.08027
floodTrigger,12.10249
floodTrigger,12.12471
floodTrigger,12.14694
floodTrigger,12.16916
floodTrigger,12.19138
floodTrigger,12.2136
floodTrigger,12.23583
floodTrigger,12.25805
floodTrigger,12.28027
floodTrigger,12.3025
floodTrigger,12.32472
floodTrigger,12.34694
floodTrigger,12.36916
floodTrigger,12.39139
floodTrigger,12.41361
floodTrigger,12.43583
floodTrigger,12.45806
floodTrigger,12.48028
floodTrigger,12.5025
floodTrigger,12.52473
floodTrigger,12.54695
floodTrigger,12.56917
floodTrigger,12.59139
floodTrigger,12.61362
floodTrigger,12.63584
floodTrigger,12.65806
floodTrigger,12.68029
floodTrigger,12.70251
floodTrigger,12.72473
floodTrigger,12.74695
floodTrigger,12.76918
floodTrigger,12.7914
floodTrigger,12.81362
floodTrigger,12.83585
floodTrigger,12.85807
floodTrigger,12.88029
floodTrigger,12.90252
floodTrigger,13.48031
floodTrigger,13.50254
floodTrigger,13.52476
floodTrigger,13.54698
floodTrigger,13.95811
floodTrigger,13.98033
floodTrigger,14.00255
floodTrigger,14.02478
floodTrigger,14.047
floodTrigger,14.06922
floodTrigger,14.09144
floodTrigger,14.11367
floodTrigger,14.13589
floodTrigger,14.15811
floodTrigger,14.18034
floodTrigger,14.20256
floodTrigger,14.22478
floodTrigger,14.24701
floodTrigger,14.26923
floodTrigger,14.29145
floodTrigger,14.31367
floodTrigger,14.3359
floodTrigger,14.35812
floodTrigger,14.38034
floodTrigger,14.40257
floodTrigger,14.42479
floodTrigger,14.44701
floodTrigger,14.46923
floodTrigger,14.49146
floodTrigger,14.51368
floodTrigger,14.5359
floodTrigger,14.55813
floodTrigger,14.58035
floodTrigger,14.60257
floodTrigger,14.6248
floodTrigger,14.64702
floodTrigger,14.66924
floodTrigger,14.69146
floodTrigger,14.71369
floodTrigger,14.73591
floodTrigger,14.75813
floodTrigger,14.78036
floodTrigger,14.80258
floodTrigger,14.8248
floodTrigger,14.84702
floodTrigger,14.86925
floodTrigger,14.89147
floodTrigger,14.91369
floodTrigger,14.93592
floodTrigger,14.95814
floodTrigger,14.98036
floodTrigger,15.00259
floodTrigger,15.02481
floodTrigger,15.04703
floodTrigger,15.06925
floodTrigger,15.09148
floodTrigger,15.1137
floodTrigger,15.13592
floodTrigger,15.15815
floodTrigger,15.18037
floodTrigger,15.20259
floodTrigger,15.22482
floodTrigger,15.24704
floodTrigger,15.71372
floodTrigger,15.73594
floodTrigger,15.75817
floodTrigger,15.78039
floodTrigger,15.80261
floodTrigger,15.82484
floodTrigger,15.84706
floodTrigger,15.86928
floodTrigger,15.8915
floodTrigger,15.91373
floodTrigger,15.93595
floodTrigger,15.95817
floodTrigger,15.9804
floodTrigger,16.00262
floodTrigger,16.02484
floodTrigger,16.04707
floodTrigger,16.06929
floodTrigger,16.09151
floodTrigger,16.11373
floodTrigger,16.4693
floodTrigger,16.49152
floodTrigger,16.51375
floodTrigger,16.53597
floodTrigger,16.55819
floodTrigger,16.58042
floodTrigger,16.60264
floodTrigger,16.62486
floodTrigger,16.64709
floodTrigger,16.66931
floodTrigger,16.69153
floodTrigger,16.71375
floodTrigger,16.73598
floodTrigger,16.7582
floodTrigger,16.78042
floodTrigger,16.80265
floodTrigger,17.15821
floodTrigger,17.18044
floodTrigger,17.20266
floodTrigger,17.22488
floodTrigger,17.2471
floodTrigger,17.26933
floodTrigger,17.29155
floodTrigger,17.31377
floodTrigger,17.336
floodTrigger,17.35822
floodTrigger,17.38044
floodTrigger,17.40267
floodTrigger,17.42489
floodTrigger,17.44711
floodTrigger,17.79157
floodTrigger,17.81379
floodTrigger,17.83601
floodTrigger,17.85824
floodTrigger,17.88046
floodTrigger,17.90268
floodTrigger,17.92491
floodTrigger,17.94713
floodTrigger,17.96935
floodTrigger,17.99157
floodTrigger,18.0138
floodTrigger,18.03602
floodTrigger,18.05824
floodTrigger,18.36936
floodTrigger,18.39159
floodTrigger,18.41381
floodTrigger,18.43603
floodTrigger,18.45826
floodTrigger,18.48048
floodTrigger,18.5027
floodTrigger,18.52493
floodTrigger,18.54715
